species,spcode,season.site,decade,num.nights.per.season,count,abun.class,abun.class.log,total.decade,total.count
Scoparia niphospora,Sconip,1987s,2,9,0,Middling,0,2,9
Wiseana umbraculata,Wisumb,1987s,2,9,1,Middling,0,1,9
Apoctena pictoriana,Apopic,1988r,2,14,0,Middling,0,0,9
Gadira acerella,Gadace,1988r,2,14,1,Middling,0,2,9
Ichneutica arotis,Icharo,1988r,2,14,0,Middling,0,6,9
Scoparia monochroma,Scomon,1988r,2,14,0,Middling,0,1,9
Scoparia niphospora,Sconip,1988r,2,14,1,Middling,0,2,9
Wiseana umbraculata,Wisumb,1988r,2,14,0,Middling,0,1,9
Apoctena pictoriana,Apopic,1988s,2,15,0,Middling,0,0,9
Gadira acerella,Gadace,1988s,2,15,0,Middling,0,2,9
Ichneutica arotis,Icharo,1988s,2,15,0,Middling,0,6,9
Scoparia monochroma,Scomon,1988s,2,15,0,Middling,0,1,9
Scoparia niphospora,Sconip,1988s,2,15,1,Middling,0,2,9
Wiseana umbraculata,Wisumb,1988s,2,15,0,Middling,0,1,9
Apoctena pictoriana,Apopic,1989s,2,3,0,Middling,0,0,9
Gadira acerella,Gadace,1989s,2,3,0,Middling,0,2,9
Ichneutica arotis,Icharo,1989s,2,3,6,Middling,0,6,9
Scoparia monochroma,Scomon,1989s,2,3,0,Middling,0,1,9
Scoparia niphospora,Sconip,1989s,2,3,0,Middling,0,2,9
Wiseana umbraculata,Wisumb,1989s,2,3,0,Middling,0,1,9
Apoctena pictoriana,Apopic,2020r,3,13,0,Middling,0,0,9
Gadira acerella,Gadace,2020r,3,13,3,Middling,0,4,9
Ichneutica arotis,Icharo,2020r,3,13,0,Middling,0,3,9
Scoparia monochroma,Scomon,2020r,3,13,0,Middling,0,0,9
Scoparia niphospora,Sconip,2020r,3,13,0,Middling,0,0,9
Wiseana umbraculata,Wisumb,2020r,3,13,0,Middling,0,3,9
Apoctena pictoriana,Apopic,2020s,3,13,0,Middling,0,0,9
Gadira acerella,Gadace,2020s,3,13,1,Middling,0,4,9
Ichneutica arotis,Icharo,2020s,3,13,0,Middling,0,3,9
Scoparia monochroma,Scomon,2020s,3,13,0,Middling,0,0,9
Scoparia niphospora,Sconip,2020s,3,13,0,Middling,0,0,9
Wiseana umbraculata,Wisumb,2020s,3,13,3,Middling,0,3,9
Apoctena pictoriana,Apopic,2021r,3,2,0,Middling,0,0,9
Gadira acerella,Gadace,2021r,3,2,0,Middling,0,4,9
Ichneutica arotis,Icharo,2021r,3,2,0,Middling,0,3,9
Scoparia monochroma,Scomon,2021r,3,2,0,Middling,0,0,9
Scoparia niphospora,Sconip,2021r,3,2,0,Middling,0,0,9
Wiseana umbraculata,Wisumb,2021r,3,2,0,Middling,0,3,9
Apoctena pictoriana,Apopic,2021s,3,2,0,Middling,0,0,9
Gadira acerella,Gadace,2021s,3,2,0,Middling,0,4,9
Ichneutica arotis,Icharo,2021s,3,2,3,Middling,0,3,9
Scoparia monochroma,Scomon,2021s,3,2,0,Middling,0,0,9
Scoparia niphospora,Sconip,2021s,3,2,0,Middling,0,0,9
Wiseana umbraculata,Wisumb,2021s,3,2,0,Middling,0,3,9
Eudonia aspidota,Eudasp,1961r,1,8,0,Middling,0,5,8
Eudonia octophora,Eudoct,1961r,1,8,0,Middling,0,0,8
Kiwaia schematica,Kiwsch,1961r,1,8,0,Middling,0,8,8
Physetica longstaffi,Phylon,1961r,1,8,0,Middling,0,4,8
Scoparia asaleula,Scoasa,1961r,1,8,0,Middling,0,1,8
Eudonia aspidota,Eudasp,1961s,1,13,2,Middling,0,5,8
Eudonia octophora,Eudoct,1961s,1,13,0,Middling,0,0,8
Kiwaia schematica,Kiwsch,1961s,1,13,1,Middling,0,8,8
Physetica longstaffi,Phylon,1961s,1,13,1,Middling,0,4,8
Scoparia asaleula,Scoasa,1961s,1,13,0,Middling,0,1,8
Eudonia aspidota,Eudasp,1962r,1,9,2,Middling,0,5,8
Eudonia octophora,Eudoct,1962r,1,9,0,Middling,0,0,8
Kiwaia schematica,Kiwsch,1962r,1,9,3,Middling,0,8,8
Physetica longstaffi,Phylon,1962r,1,9,0,Middling,0,4,8
Scoparia asaleula,Scoasa,1962r,1,9,1,Middling,0,1,8
Eudonia aspidota,Eudasp,1962s,1,13,1,Middling,0,5,8
Eudonia octophora,Eudoct,1962s,1,13,0,Middling,0,0,8
Kiwaia schematica,Kiwsch,1962s,1,13,4,Middling,0,8,8
Physetica longstaffi,Phylon,1962s,1,13,3,Middling,0,4,8
Scoparia asaleula,Scoasa,1962s,1,13,0,Middling,0,1,8
Eudonia aspidota,Eudasp,1987r,2,8,0,Middling,0,2,8
Eudonia octophora,Eudoct,1987r,2,8,0,Middling,0,8,8
Kiwaia schematica,Kiwsch,1987r,2,8,0,Middling,0,0,8
Physetica longstaffi,Phylon,1987r,2,8,0,Middling,0,1,8
Scoparia asaleula,Scoasa,1987r,2,8,2,Middling,0,6,8
Eudonia aspidota,Eudasp,1987s,2,9,2,Middling,0,2,8
Eudonia octophora,Eudoct,1987s,2,9,4,Middling,0,8,8
Kiwaia schematica,Kiwsch,1987s,2,9,0,Middling,0,0,8
Physetica longstaffi,Phylon,1987s,2,9,0,Middling,0,1,8
Scoparia asaleula,Scoasa,1987s,2,9,1,Middling,0,6,8
Eudonia aspidota,Eudasp,1988r,2,14,0,Middling,0,2,8
Eudonia octophora,Eudoct,1988r,2,14,1,Middling,0,8,8
Kiwaia schematica,Kiwsch,1988r,2,14,0,Middling,0,0,8
Physetica longstaffi,Phylon,1988r,2,14,0,Middling,0,1,8
Scoparia asaleula,Scoasa,1988r,2,14,3,Middling,0,6,8
Eudonia aspidota,Eudasp,1988s,2,15,0,Middling,0,2,8
Eudonia octophora,Eudoct,1988s,2,15,3,Middling,0,8,8
Kiwaia schematica,Kiwsch,1988s,2,15,0,Middling,0,0,8
Physetica longstaffi,Phylon,1988s,2,15,1,Middling,0,1,8
Scoparia asaleula,Scoasa,1988s,2,15,0,Middling,0,6,8
Eudonia aspidota,Eudasp,1989s,2,3,0,Middling,0,2,8
Eudonia octophora,Eudoct,1989s,2,3,0,Middling,0,8,8
Kiwaia schematica,Kiwsch,1989s,2,3,0,Middling,0,0,8
Physetica longstaffi,Phylon,1989s,2,3,0,Middling,0,1,8
Scoparia asaleula,Scoasa,1989s,2,3,0,Middling,0,6,8
Eudonia aspidota,Eudasp,2020r,3,13,0,Middling,0,1,8
Eudonia octophora,Eudoct,2020r,3,13,0,Middling,0,0,8
Kiwaia schematica,Kiwsch,2020r,3,13,0,Middling,0,0,8
Physetica longstaffi,Phylon,2020r,3,13,0,Middling,0,3,8
Scoparia asaleula,Scoasa,2020r,3,13,0,Middling,0,1,8
Eudonia aspidota,Eudasp,2020s,3,13,1,Middling,0,1,8
Eudonia octophora,Eudoct,2020s,3,13,0,Middling,0,0,8
Kiwaia schematica,Kiwsch,2020s,3,13,0,Middling,0,0,8
Physetica longstaffi,Phylon,2020s,3,13,3,Middling,0,3,8
Scoparia asaleula,Scoasa,2020s,3,13,1,Middling,0,1,8
Eudonia aspidota,Eudasp,2021r,3,2,0,Middling,0,1,8
Eudonia octophora,Eudoct,2021r,3,2,0,Middling,0,0,8
Kiwaia schematica,Kiwsch,2021r,3,2,0,Middling,0,0,8
Physetica longstaffi,Phylon,2021r,3,2,0,Middling,0,3,8
Scoparia asaleula,Scoasa,2021r,3,2,0,Middling,0,1,8
Eudonia aspidota,Eudasp,2021s,3,2,0,Middling,0,1,8
Eudonia octophora,Eudoct,2021s,3,2,0,Middling,0,0,8
Kiwaia schematica,Kiwsch,2021s,3,2,0,Middling,0,0,8
Physetica longstaffi,Phylon,2021s,3,2,0,Middling,0,3,8
Scoparia asaleula,Scoasa,2021s,3,2,0,Middling,0,1,8
Ichneutica ustistriga,Ichust,1961r,1,8,0,Middling,0,4,7
Plutella psammochroa,Plupsa,1961r,1,8,0,Middling,0,4,7
Ichneutica ustistriga,Ichust,1961s,1,13,2,Middling,0,4,7
Plutella psammochroa,Plupsa,1961s,1,13,0,Middling,0,4,7
Ichneutica ustistriga,Ichust,1962r,1,9,1,Middling,0,4,7
Plutella psammochroa,Plupsa,1962r,1,9,3,Middling,0,4,7
Ichneutica ustistriga,Ichust,1962s,1,13,1,Middling,0,4,7
Plutella psammochroa,Plupsa,1962s,1,13,1,Middling,0,4,7
Ichneutica ustistriga,Ichust,1987r,2,8,0,Middling,0,3,7
Plutella psammochroa,Plupsa,1987r,2,8,0,Middling,0,3,7
Ichneutica ustistriga,Ichust,1987s,2,9,0,Middling,0,3,7
Plutella psammochroa,Plupsa,1987s,2,9,0,Middling,0,3,7
Ichneutica ustistriga,Ichust,1988r,2,14,1,Middling,0,3,7
Plutella psammochroa,Plupsa,1988r,2,14,1,Middling,0,3,7
Ichneutica ustistriga,Ichust,1988s,2,15,2,Middling,0,3,7
Plutella psammochroa,Plupsa,1988s,2,15,1,Middling,0,3,7
Ichneutica ustistriga,Ichust,1989s,2,3,0,Middling,0,3,7
Plutella psammochroa,Plupsa,1989s,2,3,1,Middling,0,3,7
Ichneutica ustistriga,Ichust,2020r,3,13,0,Middling,0,0,7
Plutella psammochroa,Plupsa,2020r,3,13,0,Middling,0,0,7
Ichneutica ustistriga,Ichust,2020s,3,13,0,Middling,0,0,7
Plutella psammochroa,Plupsa,2020s,3,13,0,Middling,0,0,7
Ichneutica ustistriga,Ichust,2021r,3,2,0,Middling,0,0,7
Plutella psammochroa,Plupsa,2021r,3,2,0,Middling,0,0,7
Ichneutica ustistriga,Ichust,2021s,3,2,0,Middling,0,0,7
Plutella psammochroa,Plupsa,2021s,3,2,0,Middling,0,0,7
Austramathes pessota,Auspes,1961r,1,8,0,Middling,0,4,6
Austrocidaria gobiata,Ausgob,1961r,1,8,0,Middling,0,0,6
Dichromodes sphaeriata,Dicsph,1961r,1,8,0,Middling,0,3,6
Epichorista hemionana,Epihem,1961r,1,8,0,Middling,0,3,6
Glyphipterix cionophora,Glycio,1961r,1,8,0,Middling,0,0,6
Helastia cinerearia,Helcin,1961r,1,8,0,Middling,0,5,6
Heterocrossa canescens,Hetcan,1961r,1,8,0,Middling,0,5,6
Ichneutica nullifera,Ichnul,1961r,1,8,0,Middling,0,3,6
Meterana ochthistis,Metoch,1961r,1,8,0,Middling,0,3,6
Austramathes pessota,Auspes,1961s,1,13,3,Middling,0,4,6
Austrocidaria gobiata,Ausgob,1961s,1,13,0,Middling,0,0,6
Dichromodes sphaeriata,Dicsph,1961s,1,13,0,Middling,0,3,6
Epichorista hemionana,Epihem,1961s,1,13,2,Middling,0,3,6
Glyphipterix cionophora,Glycio,1961s,1,13,0,Middling,0,0,6
Helastia cinerearia,Helcin,1961s,1,13,4,Middling,0,5,6
Heterocrossa canescens,Hetcan,1961s,1,13,3,Middling,0,5,6
Ichneutica nullifera,Ichnul,1961s,1,13,2,Middling,0,3,6
Meterana ochthistis,Metoch,1961s,1,13,0,Middling,0,3,6
Austramathes pessota,Auspes,1962r,1,9,0,Middling,0,4,6
Austrocidaria gobiata,Ausgob,1962r,1,9,0,Middling,0,0,6
Dichromodes sphaeriata,Dicsph,1962r,1,9,2,Middling,0,3,6
Epichorista hemionana,Epihem,1962r,1,9,0,Middling,0,3,6
Glyphipterix cionophora,Glycio,1962r,1,9,0,Middling,0,0,6
Helastia cinerearia,Helcin,1962r,1,9,0,Middling,0,5,6
Heterocrossa canescens,Hetcan,1962r,1,9,0,Middling,0,5,6
Ichneutica nullifera,Ichnul,1962r,1,9,0,Middling,0,3,6
Meterana ochthistis,Metoch,1962r,1,9,0,Middling,0,3,6
Austramathes pessota,Auspes,1962s,1,13,1,Middling,0,4,6
Austrocidaria gobiata,Ausgob,1962s,1,13,0,Middling,0,0,6
Dichromodes sphaeriata,Dicsph,1962s,1,13,1,Middling,0,3,6
Epichorista hemionana,Epihem,1962s,1,13,1,Middling,0,3,6
Glyphipterix cionophora,Glycio,1962s,1,13,0,Middling,0,0,6
Helastia cinerearia,Helcin,1962s,1,13,1,Middling,0,5,6
Heterocrossa canescens,Hetcan,1962s,1,13,2,Middling,0,5,6
Ichneutica nullifera,Ichnul,1962s,1,13,1,Middling,0,3,6
Meterana ochthistis,Metoch,1962s,1,13,3,Middling,0,3,6
Austramathes pessota,Auspes,1987r,2,8,0,Middling,0,1,6
Austrocidaria gobiata,Ausgob,1987r,2,8,0,Middling,0,1,6
Dichromodes sphaeriata,Dicsph,1987r,2,8,0,Middling,0,3,6
Epichorista hemionana,Epihem,1987r,2,8,0,Middling,0,3,6
Glyphipterix cionophora,Glycio,1987r,2,8,0,Middling,0,2,6
Helastia cinerearia,Helcin,1987r,2,8,0,Middling,0,1,6
Heterocrossa canescens,Hetcan,1987r,2,8,0,Middling,0,1,6
Ichneutica nullifera,Ichnul,1987r,2,8,0,Middling,0,3,6
Meterana ochthistis,Metoch,1987r,2,8,0,Middling,0,3,6
Austramathes pessota,Auspes,1987s,2,9,0,Middling,0,1,6
Austrocidaria gobiata,Ausgob,1987s,2,9,0,Middling,0,1,6
Dichromodes sphaeriata,Dicsph,1987s,2,9,0,Middling,0,3,6
Epichorista hemionana,Epihem,1987s,2,9,0,Middling,0,3,6
Glyphipterix cionophora,Glycio,1987s,2,9,0,Middling,0,2,6
Helastia cinerearia,Helcin,1987s,2,9,0,Middling,0,1,6
Heterocrossa canescens,Hetcan,1987s,2,9,0,Middling,0,1,6
Ichneutica nullifera,Ichnul,1987s,2,9,2,Middling,0,3,6
Meterana ochthistis,Metoch,1987s,2,9,1,Middling,0,3,6
Austramathes pessota,Auspes,1988r,2,14,1,Middling,0,1,6
Austrocidaria gobiata,Ausgob,1988r,2,14,0,Middling,0,1,6
Dichromodes sphaeriata,Dicsph,1988r,2,14,3,Middling,0,3,6
Epichorista hemionana,Epihem,1988r,2,14,0,Middling,0,3,6
Glyphipterix cionophora,Glycio,1988r,2,14,1,Middling,0,2,6
Helastia cinerearia,Helcin,1988r,2,14,0,Middling,0,1,6
Heterocrossa canescens,Hetcan,1988r,2,14,0,Middling,0,1,6
Ichneutica nullifera,Ichnul,1988r,2,14,1,Middling,0,3,6
Meterana ochthistis,Metoch,1988r,2,14,1,Middling,0,3,6
Austramathes pessota,Auspes,1988s,2,15,0,Middling,0,1,6
Austrocidaria gobiata,Ausgob,1988s,2,15,1,Middling,0,1,6
Dichromodes sphaeriata,Dicsph,1988s,2,15,0,Middling,0,3,6
Epichorista hemionana,Epihem,1988s,2,15,3,Middling,0,3,6
Glyphipterix cionophora,Glycio,1988s,2,15,1,Middling,0,2,6
Helastia cinerearia,Helcin,1988s,2,15,1,Middling,0,1,6
Heterocrossa canescens,Hetcan,1988s,2,15,1,Middling,0,1,6
Ichneutica nullifera,Ichnul,1988s,2,15,0,Middling,0,3,6
Meterana ochthistis,Metoch,1988s,2,15,1,Middling,0,3,6
Austramathes pessota,Auspes,1989s,2,3,0,Middling,0,1,6
Austrocidaria gobiata,Ausgob,1989s,2,3,0,Middling,0,1,6
Dichromodes sphaeriata,Dicsph,1989s,2,3,0,Middling,0,3,6
Epichorista hemionana,Epihem,1989s,2,3,0,Middling,0,3,6
Glyphipterix cionophora,Glycio,1989s,2,3,0,Middling,0,2,6
Helastia cinerearia,Helcin,1989s,2,3,0,Middling,0,1,6
Heterocrossa canescens,Hetcan,1989s,2,3,0,Middling,0,1,6
Ichneutica nullifera,Ichnul,1989s,2,3,0,Middling,0,3,6
Meterana ochthistis,Metoch,1989s,2,3,0,Middling,0,3,6
Austramathes pessota,Auspes,2020r,3,13,1,Middling,0,1,6
Austrocidaria gobiata,Ausgob,2020r,3,13,0,Middling,0,5,6
Dichromodes sphaeriata,Dicsph,2020r,3,13,0,Middling,0,0,6
Epichorista hemionana,Epihem,2020r,3,13,0,Middling,0,0,6
Glyphipterix cionophora,Glycio,2020r,3,13,4,Middling,0,4,6
Helastia cinerearia,Helcin,2020r,3,13,0,Middling,0,0,6
Heterocrossa canescens,Hetcan,2020r,3,13,0,Middling,0,0,6
Ichneutica nullifera,Ichnul,2020r,3,13,0,Middling,0,0,6
Meterana ochthistis,Metoch,2020r,3,13,0,Middling,0,0,6
Austramathes pessota,Auspes,2020s,3,13,0,Middling,0,1,6
Austrocidaria gobiata,Ausgob,2020s,3,13,5,Middling,0,5,6
Dichromodes sphaeriata,Dicsph,2020s,3,13,0,Middling,0,0,6
Epichorista hemionana,Epihem,2020s,3,13,0,Middling,0,0,6
Glyphipterix cionophora,Glycio,2020s,3,13,0,Middling,0,4,6
Helastia cinerearia,Helcin,2020s,3,13,0,Middling,0,0,6
Heterocrossa canescens,Hetcan,2020s,3,13,0,Middling,0,0,6
Ichneutica nullifera,Ichnul,2020s,3,13,0,Middling,0,0,6
Meterana ochthistis,Metoch,2020s,3,13,0,Middling,0,0,6
Austramathes pessota,Auspes,2021r,3,2,0,Middling,0,1,6
Austrocidaria gobiata,Ausgob,2021r,3,2,0,Middling,0,5,6
Dichromodes sphaeriata,Dicsph,2021r,3,2,0,Middling,0,0,6
Epichorista hemionana,Epihem,2021r,3,2,0,Middling,0,0,6
Glyphipterix cionophora,Glycio,2021r,3,2,0,Middling,0,4,6
Helastia cinerearia,Helcin,2021r,3,2,0,Middling,0,0,6
Heterocrossa canescens,Hetcan,2021r,3,2,0,Middling,0,0,6
Ichneutica nullifera,Ichnul,2021r,3,2,0,Middling,0,0,6
Meterana ochthistis,Metoch,2021r,3,2,0,Middling,0,0,6
Austramathes pessota,Auspes,2021s,3,2,0,Middling,0,1,6
Austrocidaria gobiata,Ausgob,2021s,3,2,0,Middling,0,5,6
Dichromodes sphaeriata,Dicsph,2021s,3,2,0,Middling,0,0,6
Epichorista hemionana,Epihem,2021s,3,2,0,Middling,0,0,6
Glyphipterix cionophora,Glycio,2021s,3,2,0,Middling,0,4,6
Helastia cinerearia,Helcin,2021s,3,2,0,Middling,0,0,6
Heterocrossa canescens,Hetcan,2021s,3,2,0,Middling,0,0,6
Ichneutica nullifera,Ichnul,2021s,3,2,0,Middling,0,0,6
Meterana ochthistis,Metoch,2021s,3,2,0,Middling,0,0,6
Bactra noteraula,Bacnot,1961r,1,8,0,Middling,0,0,5
Eudonia asterisca,Eudast,1961r,1,8,0,Middling,0,0,5
Eudonia paltomacha,Eudpal,1961r,1,8,0,Middling,0,0,5
Ichneutica averilla,Ichave,1961r,1,8,0,Middling,0,4,5
Orocrambus callirrhous,Orocal,1961r,1,8,0,Middling,0,2,5
Orocrambus philpotti,Orophi,1961r,1,8,0,Middling,0,0,5
Tawhitia pentadactyla,Tawpen,1961r,1,8,2,Middling,0,5,5
Bactra noteraula,Bacnot,1961s,1,13,0,Middling,0,0,5
Eudonia asterisca,Eudast,1961s,1,13,0,Middling,0,0,5
Eudonia paltomacha,Eudpal,1961s,1,13,0,Middling,0,0,5
Ichneutica averilla,Ichave,1961s,1,13,4,Middling,0,4,5
Orocrambus callirrhous,Orocal,1961s,1,13,0,Middling,0,2,5
Orocrambus philpotti,Orophi,1961s,1,13,0,Middling,0,0,5
Tawhitia pentadactyla,Tawpen,1961s,1,13,0,Middling,0,5,5
Bactra noteraula,Bacnot,1962r,1,9,0,Middling,0,0,5
Eudonia asterisca,Eudast,1962r,1,9,0,Middling,0,0,5
Eudonia paltomacha,Eudpal,1962r,1,9,0,Middling,0,0,5
Ichneutica averilla,Ichave,1962r,1,9,0,Middling,0,4,5
Orocrambus callirrhous,Orocal,1962r,1,9,0,Middling,0,2,5
Orocrambus philpotti,Orophi,1962r,1,9,0,Middling,0,0,5
Tawhitia pentadactyla,Tawpen,1962r,1,9,3,Middling,0,5,5
Bactra noteraula,Bacnot,1962s,1,13,0,Middling,0,0,5
Eudonia asterisca,Eudast,1962s,1,13,0,Middling,0,0,5
Eudonia paltomacha,Eudpal,1962s,1,13,0,Middling,0,0,5
Ichneutica averilla,Ichave,1962s,1,13,0,Middling,0,4,5
Orocrambus callirrhous,Orocal,1962s,1,13,2,Middling,0,2,5
Orocrambus philpotti,Orophi,1962s,1,13,0,Middling,0,0,5
Tawhitia pentadactyla,Tawpen,1962s,1,13,0,Middling,0,5,5
Bactra noteraula,Bacnot,1987r,2,8,0,Middling,0,5,5
Eudonia asterisca,Eudast,1987r,2,8,0,Middling,0,5,5
Eudonia paltomacha,Eudpal,1987r,2,8,0,Middling,0,5,5
Ichneutica averilla,Ichave,1987r,2,8,0,Middling,0,1,5
Orocrambus callirrhous,Orocal,1987r,2,8,1,Middling,0,3,5
Orocrambus philpotti,Orophi,1987r,2,8,0,Middling,0,4,5
Tawhitia pentadactyla,Tawpen,1987r,2,8,0,Middling,0,0,5
Bactra noteraula,Bacnot,1987s,2,9,1,Middling,0,5,5
Eudonia asterisca,Eudast,1987s,2,9,3,Middling,0,5,5
Eudonia paltomacha,Eudpal,1987s,2,9,3,Middling,0,5,5
Ichneutica averilla,Ichave,1987s,2,9,1,Middling,0,1,5
Orocrambus callirrhous,Orocal,1987s,2,9,0,Middling,0,3,5
Orocrambus philpotti,Orophi,1987s,2,9,0,Middling,0,4,5
Tawhitia pentadactyla,Tawpen,1987s,2,9,0,Middling,0,0,5
Bactra noteraula,Bacnot,1988r,2,14,1,Middling,0,5,5
Eudonia asterisca,Eudast,1988r,2,14,0,Middling,0,5,5
Eudonia paltomacha,Eudpal,1988r,2,14,1,Middling,0,5,5
Ichneutica averilla,Ichave,1988r,2,14,0,Middling,0,1,5
Orocrambus callirrhous,Orocal,1988r,2,14,0,Middling,0,3,5
Orocrambus philpotti,Orophi,1988r,2,14,0,Middling,0,4,5
Tawhitia pentadactyla,Tawpen,1988r,2,14,0,Middling,0,0,5
Bactra noteraula,Bacnot,1988s,2,15,3,Middling,0,5,5
Eudonia asterisca,Eudast,1988s,2,15,2,Middling,0,5,5
Eudonia paltomacha,Eudpal,1988s,2,15,1,Middling,0,5,5
Ichneutica averilla,Ichave,1988s,2,15,0,Middling,0,1,5
Orocrambus callirrhous,Orocal,1988s,2,15,2,Middling,0,3,5
Orocrambus philpotti,Orophi,1988s,2,15,4,Middling,0,4,5
Tawhitia pentadactyla,Tawpen,1988s,2,15,0,Middling,0,0,5
Bactra noteraula,Bacnot,1989s,2,3,0,Middling,0,5,5
Eudonia asterisca,Eudast,1989s,2,3,0,Middling,0,5,5
Eudonia paltomacha,Eudpal,1989s,2,3,0,Middling,0,5,5
Ichneutica averilla,Ichave,1989s,2,3,0,Middling,0,1,5
Orocrambus callirrhous,Orocal,1989s,2,3,0,Middling,0,3,5
Orocrambus philpotti,Orophi,1989s,2,3,0,Middling,0,4,5
Tawhitia pentadactyla,Tawpen,1989s,2,3,0,Middling,0,0,5
Bactra noteraula,Bacnot,2020r,3,13,0,Middling,0,0,5
Eudonia asterisca,Eudast,2020r,3,13,0,Middling,0,0,5
Eudonia paltomacha,Eudpal,2020r,3,13,0,Middling,0,0,5
Ichneutica averilla,Ichave,2020r,3,13,0,Middling,0,0,5
Orocrambus callirrhous,Orocal,2020r,3,13,0,Middling,0,0,5
Orocrambus philpotti,Orophi,2020r,3,13,0,Middling,0,1,5
Tawhitia pentadactyla,Tawpen,2020r,3,13,0,Middling,0,0,5
Bactra noteraula,Bacnot,2020s,3,13,0,Middling,0,0,5
Eudonia asterisca,Eudast,2020s,3,13,0,Middling,0,0,5
Eudonia paltomacha,Eudpal,2020s,3,13,0,Middling,0,0,5
Ichneutica averilla,Ichave,2020s,3,13,0,Middling,0,0,5
Orocrambus callirrhous,Orocal,2020s,3,13,0,Middling,0,0,5
Orocrambus philpotti,Orophi,2020s,3,13,1,Middling,0,1,5
Tawhitia pentadactyla,Tawpen,2020s,3,13,0,Middling,0,0,5
Bactra noteraula,Bacnot,2021r,3,2,0,Middling,0,0,5
Eudonia asterisca,Eudast,2021r,3,2,0,Middling,0,0,5
Eudonia paltomacha,Eudpal,2021r,3,2,0,Middling,0,0,5
Ichneutica averilla,Ichave,2021r,3,2,0,Middling,0,0,5
Orocrambus callirrhous,Orocal,2021r,3,2,0,Middling,0,0,5
Orocrambus philpotti,Orophi,2021r,3,2,0,Middling,0,1,5
Tawhitia pentadactyla,Tawpen,2021r,3,2,0,Middling,0,0,5
Bactra noteraula,Bacnot,2021s,3,2,0,Middling,0,0,5
Eudonia asterisca,Eudast,2021s,3,2,0,Middling,0,0,5
Eudonia paltomacha,Eudpal,2021s,3,2,0,Middling,0,0,5
Ichneutica averilla,Ichave,2021s,3,2,0,Middling,0,0,5
Orocrambus callirrhous,Orocal,2021s,3,2,0,Middling,0,0,5
Orocrambus philpotti,Orophi,2021s,3,2,0,Middling,0,1,5
Tawhitia pentadactyla,Tawpen,2021s,3,2,0,Middling,0,0,5
Ichneutica nobilia,Ichnob,1961r,1,8,0,Middling,0,1,4
Ichneutica alopa,Ichalo,1961r,1,8,0,Middling,0,4,4
Kiwaia monophragma,Kiwmon,1961r,1,8,0,Middling,0,2,4
Meterana tartarea,Mettar,1961r,1,8,0,Middling,0,3,4
Proteodes carnifex,Procar,1961r,1,8,2,Middling,0,4,4
Scoparia chalicodes,Scocha,1961r,1,8,0,Middling,0,0,4
Scoparia sp. nr rotuella,Scosnr,1961r,1,8,0,Middling,0,1,4
Ichneutica nobilia,Ichnob,1961s,1,13,0,Middling,0,1,4
Ichneutica alopa,Ichalo,1961s,1,13,2,Middling,0,4,4
Kiwaia monophragma,Kiwmon,1961s,1,13,0,Middling,0,2,4
Meterana tartarea,Mettar,1961s,1,13,3,Middling,0,3,4
Proteodes carnifex,Procar,1961s,1,13,0,Middling,0,4,4
Scoparia chalicodes,Scocha,1961s,1,13,0,Middling,0,0,4
Scoparia sp. nr rotuella,Scosnr,1961s,1,13,0,Middling,0,1,4
Ichneutica nobilia,Ichnob,1962r,1,9,0,Middling,0,1,4
Ichneutica alopa,Ichalo,1962r,1,9,1,Middling,0,4,4
Kiwaia monophragma,Kiwmon,1962r,1,9,1,Middling,0,2,4
Meterana tartarea,Mettar,1962r,1,9,0,Middling,0,3,4
Proteodes carnifex,Procar,1962r,1,9,1,Middling,0,4,4
Scoparia chalicodes,Scocha,1962r,1,9,0,Middling,0,0,4
Scoparia sp. nr rotuella,Scosnr,1962r,1,9,1,Middling,0,1,4
Ichneutica nobilia,Ichnob,1962s,1,13,1,Middling,0,1,4
Ichneutica alopa,Ichalo,1962s,1,13,1,Middling,0,4,4
Kiwaia monophragma,Kiwmon,1962s,1,13,1,Middling,0,2,4
Meterana tartarea,Mettar,1962s,1,13,0,Middling,0,3,4
Proteodes carnifex,Procar,1962s,1,13,1,Middling,0,4,4
Scoparia chalicodes,Scocha,1962s,1,13,0,Middling,0,0,4
Scoparia sp. nr rotuella,Scosnr,1962s,1,13,0,Middling,0,1,4
Ichneutica nobilia,Ichnob,1987r,2,8,1,Middling,0,3,4
Ichneutica alopa,Ichalo,1987r,2,8,0,Middling,0,0,4
Kiwaia monophragma,Kiwmon,1987r,2,8,0,Middling,0,2,4
Meterana tartarea,Mettar,1987r,2,8,0,Middling,0,1,4
Proteodes carnifex,Procar,1987r,2,8,0,Middling,0,0,4
Scoparia chalicodes,Scocha,1987r,2,8,0,Middling,0,3,4
Scoparia sp. nr rotuella,Scosnr,1987r,2,8,0,Middling,0,3,4
Ichneutica nobilia,Ichnob,1987s,2,9,0,Middling,0,3,4
Ichneutica alopa,Ichalo,1987s,2,9,0,Middling,0,0,4
Kiwaia monophragma,Kiwmon,1987s,2,9,0,Middling,0,2,4
Meterana tartarea,Mettar,1987s,2,9,0,Middling,0,1,4
Proteodes carnifex,Procar,1987s,2,9,0,Middling,0,0,4
Scoparia chalicodes,Scocha,1987s,2,9,1,Middling,0,3,4
Scoparia sp. nr rotuella,Scosnr,1987s,2,9,0,Middling,0,3,4
Ichneutica nobilia,Ichnob,1988r,2,14,1,Middling,0,3,4
